-2.78748;4.65285;0.355111;1.49143;0.0126677;-3.66582;4.17484;0.359475;1.63153
-2.17912;3.8592;0.357747;-0.829827;0.0126677;-2.78748;4.65285;0.355111;1.49143
-2.16867;5.43826;0.369623;-2.33682;0.0126677;-2.78748;4.65285;0.355111;1.49143
-1.16946;5.47656;0.379765;-0.84976;0.0126677;-2.16867;5.43826;0.369623;-2.33682
-3.62996;4.31992;0.387847;-1.47656;0;-4.6159;4.48648;0.37467;1.31952
-2.68106;4.63548;0.382774;1.7238;0.0114622;-3.62996;4.31992;0.387847;-1.47656
-1.83904;4.09606;0.386871;-1.61363;0.0114622;-2.68106;4.63548;0.382774;1.7238
-5.59462;4.68845;0.410818;-0.233441;0;-4.6159;4.48648;0.37467;1.31952
-4.25756;4.13762;0.342808;-2.5272;0.117939;-4.6159;4.48648;0.37467;1.31952
-5.25156;4.2431;0.371751;0.739789;0.02805;-4.25756;4.13762;0.342808;-2.5272
-6.00399;3.5845;0.381693;0.810475;0.528294;-5.25156;4.2431;0.371751;0.739789
-6.6383;4.35642;0.423938;1.97508;0.694979;-6.00399;3.5845;0.381693;0.810475
-3.33141;4.51326;0.376697;1.80048;0.165585;-4.25756;4.13762;0.342808;-2.5272
-2.33543;4.56059;0.452758;-1.94043;0.165585;-3.33141;4.51326;0.376697;1.80048
