-13.3249;4.20062;0.853026;-0.436834;0;-13.8981;5.01848;0.903175;2.6166
-12.3765;4.51768;0.851414;-1.82538;0;-13.3249;4.20062;0.853026;-0.436834
-13.7946;6.26893;0.624612;-2.21721;0.588;-14.3469;5.43864;0.698798;1.66856
-11.7254;3.75867;0.849897;-0.0689759;0;-12.3765;4.51768;0.851414;-1.82538
-14.0855;4.52101;0.882933;-0.995538;0;-14.3767;5.47766;0.886807;1.70013
-13.0874;4.47533;0.842395;-1.35984;0;-14.0855;4.52101;0.882933;-0.995538
-12.0888;4.52671;0.828939;-2.51449;0;-13.0874;4.47533;0.842395;-1.35984
-14.5274;3.74497;0.432965;-2.2565;0;-14.0855;4.52101;0.882933;-0.995538
-14.2941;6.47399;0.864323;0.0926279;0.381;-14.3767;5.47766;0.886807;1.70013
-13.7065;7.27318;0.737809;-3.06764;0.381;-14.2941;6.47399;0.864323;0.0926279
-13.4974;8.25067;0.709722;-0.932502;1.355;-13.7065;7.27318;0.737809;-3.06764
