6.81507;-28.0547;-0.196844;0.793998;0.0145567;6.81388;-29.0518;-0.273362;-0.490456
6.94398;-27.0632;-0.214355;2.58258;0.0145567;6.81507;-28.0547;-0.196844;0.793998
6.82454;-26.0732;-0.1403;2.16174;0.0221432;6.94398;-27.0632;-0.214355;2.58258
7.3953;-25.2523;-0.120059;0.648432;0.0221432;6.82454;-26.0732;-0.1403;2.16174
7.48162;-24.2634;0.00101991;0.560026;0.0221432;7.3953;-25.2523;-0.120059;0.648432
7.70847;-23.2915;0.063678;2.1607;0.0221432;7.48162;-24.2634;0.00101991;0.560026
7.94174;-22.332;0.221785;3.04845;0.0221432;7.70847;-23.2915;0.063678;2.1607
5.32302;-31.5569;-0.604203;-3.13841;0.485233;5.68602;-30.6255;-0.632155;-2.28453
6.99548;-22.0144;0.282386;-1.04129;0.0221432;7.94174;-22.332;0.221785;3.04845
7.16498;-21.0314;0.353072;0.995151;0.0221432;6.99548;-22.0144;0.282386;-1.04129
7.06533;-20.0494;0.19214;0.896872;0.0221432;7.16498;-21.0314;0.353072;0.995151
7.09035;-19.0559;0.302679;2.87961;0.0221432;7.06533;-20.0494;0.19214;0.896872
6.09453;-19.0862;0.216404;-1.15909;0.0221432;7.09035;-19.0559;0.302679;2.87961
5.40829;-18.3715;0.081381;-1.83109;0.0221432;6.09453;-19.0862;0.216404;-1.15909
5.83585;-17.4948;-0.139424;-2.9561;0.0221432;5.40829;-18.3715;0.081381;-1.83109
5.33297;-16.6312;-0.174696;-1.66918;0.0221432;5.83585;-17.4948;-0.139424;-2.9561
5.57178;-15.6603;-0.193829;1.61563;0.0221499;5.33297;-16.6312;-0.174696;-1.66918
5.24308;-14.7165;-0.229035;2.19403;0.0221523;5.57178;-15.6603;-0.193829;1.61563
5.51972;-13.7579;-0.296381;2.45984;0.0221523;5.24308;-14.7165;-0.229035;2.19403
6.34092;-13.2929;0.0342721;-0.574928;0.0221546;5.51972;-13.7579;-0.296381;2.45984
4.94032;-12.9429;-0.303018;1.98547;0.022155;5.51972;-13.7579;-0.296381;2.45984
8.0823;-25.588;-0.764515;1.60753;0.0372468;7.3953;-25.2523;-0.120059;0.648432
6.73572;-24.1851;-0.660422;2.50873;0.0248317;7.48162;-24.2634;0.00101991;0.560026
5.63167;-16.7267;0.774861;-0.125574;0.0221891;5.33297;-16.6312;-0.174696;-1.66918
5.94913;-27.0866;-0.312898;2.95938;0.0145567;6.94398;-27.0632;-0.214355;2.58258
4.52341;-12.2171;0.244169;-2.06409;0.022155;4.94032;-12.9429;-0.303018;1.98547
6.39455;-24.5558;-0.570562;-1.08495;0.0255255;6.73572;-24.1851;-0.660422;2.50873
6.4072;-21.2062;-0.275581;1.9578;0.0221432;7.16498;-21.0314;0.353072;0.995151
4.93485;-11.312;0.350906;-0.0457935;0.0221554;4.52341;-12.2171;0.244169;-2.06409
4.67922;-10.351;0.456578;3.07184;0.0221554;4.93485;-11.312;0.350906;-0.0457935
4.42448;-16.8044;-0.555006;2.91075;0.0221432;5.33297;-16.6312;-0.174696;-1.66918
3.45502;-16.945;-0.75602;0.917395;0.0221432;4.42448;-16.8044;-0.555006;2.91075
6.27723;-15.7175;-0.900279;-0.704555;0.0221499;5.57178;-15.6603;-0.193829;1.61563
4.98143;-9.45289;0.77609;1.06473;0.0221554;4.67922;-10.351;0.456578;3.07184
5.00288;-8.46211;0.64231;-2.66739;0.0221554;4.98143;-9.45289;0.77609;1.06473
5.94362;-9.60055;1.005;1.33828;0.0221554;4.98143;-9.45289;0.77609;1.06473
5.26605;-7.50107;0.557734;1.04448;0.0221558;5.00288;-8.46211;0.64231;-2.66739
5.60213;-24.2848;-0.0240824;-0.706663;0.0255255;6.39455;-24.5558;-0.570562;-1.08495
7.79487;-28.8642;-0.323195;0.150591;0.00121306;6.81388;-29.0518;-0.273362;-0.490456
7.52109;-19.9629;-0.693747;-1.13044;0.0227521;7.06533;-20.0494;0.19214;0.896872
4.65325;-6.71496;0.638397;-1.30812;0.0221558;5.26605;-7.50107;0.557734;1.04448
3.75156;-6.81943;0.218833;0.236356;0.0221558;4.65325;-6.71496;0.638397;-1.30812
3.21901;-6.02005;0.496993;-1.30085;0.0221558;3.75156;-6.81943;0.218833;0.236356
3.14689;-5.10012;0.111595;-0.857079;0.0221558;3.21901;-6.02005;0.496993;-1.30085
5.48455;-30.8129;-0.0450663;-1.94633;1.28037;5.68602;-30.6255;-0.632155;-2.28453
