8.69743;1.89654;2.014;1.39626;9.504;1.25;7.6032;7.73234;1.67846;1.86894;-2.7059
8.71803;2.88705;2.1499;2.44346;13.419;2.5;5.3676;8.69743;1.89654;2.014;1.39626
7.31701;2.20409;2.15438;0.698132;11.934;0.910231;13.111;7.73234;1.67846;1.86894;-2.7059
7.82537;2.23806;1.2681;2.0944;3.645;1.03291;3.52887;7.73234;1.67846;1.86894;-2.7059
8.29576;3.78722;2.04317;2.18166;15.174;3.75;4.0464;8.71803;2.88705;2.1499;2.44346
6.40634;1.87959;1.89869;1.22173;6.48;2.16023;2.99968;7.31701;2.20409;2.15438;0.698132
9.20844;4.16891;1.89715;-3.05433;7.938;5;1.5876;8.29576;3.78722;2.04317;2.18166
7.93525;3.21798;1.10172;2.70526;5.022;2.28291;2.19982;7.82537;2.23806;1.2681;2.0944
7.8031;4.65729;2.02706;2.79253;27.675;5;5.535;8.29576;3.78722;2.04317;2.18166
9.91038;4.82016;1.60881;0.261799;17.307;6.25;2.76912;9.20844;4.16891;1.89715;-3.05433
6.87379;4.95129;1.80357;1.91986;10.26;6.25;1.6416;7.8031;4.65729;2.02706;2.79253
6.90991;5.026;2.29121;2.26893;62.559;6.8683;9.10836;6.87379;4.95129;1.80357;1.91986
7.5655;4.08935;1.5731;2.0944;11.421;5.95614;1.91752;7.8031;4.65729;2.02706;2.79253
9.4224;5.01152;1.25121;0;8.289;7.04315;1.17689;9.91038;4.82016;1.60881;0.261799
9.10688;5.72309;1.22852;-0.436332;7.749;8.01654;0.966626;9.4224;5.01152;1.25121;0
