6.79188;6.41154;1.78926;-1.0472;200.772;1.25;160.618;5.79292;6.4001;1.7451;-0.449602
4.79888;6.48705;1.81079;-0.785398;25.947;1.25;20.7576;5.79292;6.4001;1.7451;-0.449602
7.77123;6.51401;1.96355;-1.309;216.702;2.5;86.6808;6.79188;6.41154;1.78926;-1.0472
3.9698;5.93088;1.8683;1.48353;4.482;2.5;1.7928;4.79888;6.48705;1.81079;-0.785398
4.03971;4.94408;2.01437;1.91986;9.18;3.75;2.448;3.9698;5.93088;1.8683;1.48353
3.01342;6.15523;2.05539;0.610865;13.041;3.75;3.4776;3.9698;5.93088;1.8683;1.48353
3.16896;4.46408;1.90756;0.785398;5.184;5;1.0368;4.03971;4.94408;2.01437;1.91986
2.8349;7.13899;2.03709;-0.610865;11.88;5;2.376;3.01342;6.15523;2.05539;0.610865
3.67189;3.61233;1.76065;2.0944;3.834;6.25;0.61344;3.16896;4.46408;1.90756;0.785398
2.92294;2.9754;1.57786;1.74533;2.619;7.5;0.3492;3.67189;3.61233;1.76065;2.0944
2.17731;4.41116;1.79003;0.436332;5.913;6.25;0.94608;3.16896;4.46408;1.90756;0.785398
3.20373;8.06846;2.04491;-0.785398;11.34;6.25;1.8144;2.8349;7.13899;2.03709;-0.610865
4.04268;8.60566;2.13193;-2.00713;12.447;7.5;1.6596;3.20373;8.06846;2.04491;-0.785398
4.21772;9.59002;2.11212;-2.26893;6.507;8.75;0.743657;4.04268;8.60566;2.13193;-2.00713
3.82937;9.38999;1.21258;-2.26893;0.351;10;0.0351;4.21772;9.59002;2.11212;-2.26893
