0;0;0
38.2;0.1;667.648
43.108;0.148;696.32
48.52;0.212;745.472
52.972;0.152;761.856
57.948;0.164;761.856
63.556;0.108;761.856
66.364;0.096;765.952
70.256;0.088;770.048
73.684;0.096;770.048
78.732;0.112;774.144
84.36;0.124;835.584
88;0.14;843.776
93.488;0.188;847.872
97.928;0.94;847.872
100.88;0.248;851.968
105.536;0.236;851.968
108.54;0.204;851.968
111.668;0.204;851.968
115.976;0.176;851.968
120.796;0.192;851.968
126.468;0.168;851.968
132.584;0.208;909.312
139.12;1.328;921.6
144.42;0.7;978.944
148.652;0.432;983.04
152.176;0.384;983.04
155.536;0.36;983.04
161.128;0.336;987.136
164.396;0.268;991.232
167.348;0.224;991.232
170.34;0.192;999.424
173.8;0.16;1007.62
179.552;0.152;1015.81
185.748;0.148;1015.81
188.608;0.152;1015.81
192.264;0.124;1015.81
198.392;0.728;1032.19
202.404;0.108;1077.25
205.232;0.112;1077.25
211.016;0.18;1097.73
213.84;0.124;1097.73
218.684;1.888;1097.73
223.804;0.416;1105.92
227.616;0.408;1105.92
232.48;0.34;1110.02
237.316;0.332;1110.02
243.744;0.304;1110.02
248.216;0.26;1110.02
253.656;0.208;1110.02
256.648;0.188;1110.02
259.744;0.188;1110.02
265.992;0.18;1110.02
268.88;0.184;1110.02
274.384;0.188;1110.02
277.92;0.22;1122.3
280.812;0.172;1126.4
286.504;0.188;1216.51
291.368;0.152;1216.51
296.26;0.588;1245.18
299.068;0.108;1245.18
301.916;0.128;1245.18
307.576;0.116;1249.28
314.128;1.552;1261.57
320.524;0.556;1261.57
326.12;0.588;1261.57
332.552;0.516;1261.57
338.536;0.484;1265.66
342.324;0.488;1265.66
345.468;0.42;1265.66
349.1;0.432;1265.66
353;0.352;1265.66
356.512;0.312;1265.66
362.024;0.288;1265.66
367.784;0.252;1265.66
372.392;0.204;1265.66
376.268;0.144;1265.66
379.124;0.148;1265.66
384.8;0.172;1265.66
390.804;0.284;1314.82
393.684;0.18;1314.82
396.672;0.188;1314.82
400.976;0.172;1314.82
407.284;0.108;1392.64
414.332;0.836;1396.74
420.052;0.096;1400.83
425.96;0.104;1404.93
430.576;0.116;1404.93
436.484;0.1;1413.12
439.572;0.088;1413.12
445.116;0.116;1413.12
448.66;0.124;1413.12
453.428;0.124;1413.12
457.252;0.112;1425.41
460.064;0.092;1425.41
465.384;1.02;1486.85
471.4;3.268;1486.85
476.932;0.128;1490.94
479.716;0.08;1490.94
482.532;0.08;1490.94
486.98;0.204;1490.94
490.676;0.096;1490.94
495.18;0.1;1490.94
500.372;0.188;1531.9
503.968;0.092;1531.9
509.052;0.084;1560.58
515.18;0.628;1638.4
518.244;0.364;1638.4
522.94;0.092;1650.69
527.564;0.088;1662.98
531.976;0.112;1662.98
535.304;0.124;1667.07
539.808;0.104;1716.22
543.732;0.096;1716.22
548.072;0.104;1720.32
553.124;0.236;1753.09
556.864;1.04;1773.57
562.276;0.112;1781.76
565.076;0.096;1781.76
569.072;0.092;1781.76
574.976;0.096;1781.76
580.188;0.812;1818.62
583.128;0.232;1822.72
586.676;0.216;1826.82
592.56;0.172;1826.82
597.64;0.168;1826.82
603.66;0.184;1826.82
608.828;0.168;1826.82
614.368;0.14;1826.82
621.128;0.76;1835.01
624.152;0.324;1835.01
629.492;0.336;1835.01
638.36;3.256;1835.01
644.156;0.788;1835.01
647.896;0.74;1835.01
652.628;0.732;1835.01
658.98;1.252;1835.01
665.376;0.728;1835.01
669.964;1.888;1835.01
673.284;0.62;1835.01
676.62;0.636;1835.01
682.604;0.58;1835.01
685.952;0.548;1835.01
690.7;0.544;1835.01
696.4;0.5;1839.1
702.772;0.468;1839.1
709.472;0.488;1839.1
712.608;0.432;1839.1
715.8;0.492;1839.1
721.828;0.428;1839.1
726.076;0.432;1839.1
731.372;0.396;1839.1
735.732;0.36;1839.1
741.88;0.336;1839.1
745.104;0.304;1839.1
750.108;0.288;1839.1
754.984;0.176;1839.1
761.432;0.24;1839.1
765.56;0.224;1839.1
769.96;0.196;1839.1
775.152;0.172;1839.1
781.516;0.16;1839.1
784.356;0.14;1839.1
788.184;0.124;1839.1
794.38;0.088;1839.1
798.78;0.096;1839.1
803.724;0.088;1847.3
809.6;0.124;1847.3
814;1.696;1847.3
816.82;0.12;1847.3
820.092;0.112;1847.3
825.708;0.012;1847.3
829.324;0.116;1847.3
834.084;0.108;1875.97
837.484;0.096;1904.64
840.984;0.1;1916.93
844.276;0.292;1929.22
847.072;0.096;1929.22
849.912;0.108;1929.22
853.216;0.504;1970.18
858.124;0.108;1990.66
864.412;0.088;2007.04
870.232;0.1;2011.14
874.248;0.108;2019.33
879.08;0.22;2060.29
882.896;0.092;2064.38
887.108;0.104;2080.77
892.052;0.096;2084.86
897.06;0.092;2088.96
902.552;0.392;2174.98
907.648;0.096;2179.07
910.748;0.092;2179.07
916.544;0.296;2211.84
922.756;0.708;2211.84
926.76;0.1;2211.84
930.792;1.316;2211.84
935.024;0.124;2211.84
937.82;0.096;2211.84
942.928;0.1;2224.13
946.928;0.096;2224.13
949.628;0.1;2224.13
952.124;0.096;2224.13
957.188;0.528;2224.13
961.404;0.092;2224.13
966.16;0.748;2228.22
969.124;0.26;2240.51
974.976;0.252;2240.51
979.712;0.228;2240.51
983.132;0.22;2240.51
989.22;0.18;2240.51
994.816;0.16;2240.51
999.784;1.136;2240.51
1004.22;0.532;2240.51
1008.52;0.308;2240.51
1014.12;0.272;2240.51
1019.49;2.656;2240.51
1022.63;0.244;2240.51
1026.7;0.208;2240.51
1031.61;0.2;2244.61
1037.32;0.172;2244.61
1042.07;0.148;2244.61
1047.79;0.116;2244.61
1052.69;0.1;2244.61
1055.58;0.088;2244.61
1059.98;0.092;2244.61
1064.28;0.104;2244.61
1070.42;0.104;2244.61
1073.28;0.124;2244.61
1078.94;0.12;2310.14
1083.68;0.532;2310.14
1088.28;0.096;2318.34
1091.08;0.1;2318.34
1096.6;0.112;2318.34
1101.7;0.844;2334.72
1104.51;0.112;2334.72
1110.57;1.36;2367.49
1115.57;1.08;2367.49
1118.36;0.088;2367.49
1122.86;0.104;2367.49
1127.12;0.132;2371.58
1131.78;0.128;2371.58
1135.02;0.136;2371.58
1140.52;0.108;2433.02
1143.31;0.088;2453.5
1147.14;0.124;2453.5
1151.15;0.116;2457.6
1155.96;0.112;2498.56
1158.92;0.112;2510.85
1162.34;0.104;2523.14
1168.09;1.048;2527.23
1172.6;0.108;2527.23
1176;0.096;2527.23
1178.8;0.104;2527.23
1181.61;0.108;2527.23
1185.8;0.096;2527.23
1192.73;1.092;2531.33
1196.83;0.1;2531.33
1201.76;0.108;2531.33
1207.77;0.104;2531.33
1212.34;0.268;2543.62
1216.5;0.26;2588.67
1219.99;0.092;2592.77
1226.9;0.912;2592.77
1233.13;1.62;2592.77
1237.38;0.404;2592.77
1241.79;0.4;2596.86
1247.57;2.676;2596.86
1253.45;0.364;2596.86
1260;0.344;2596.86
1266.47;0.32;2596.86
1269.99;0.312;2596.86
1272.98;0.284;2596.86
1279.11;0.276;2600.96
1285.58;0.264;2600.96
1291.02;0.224;2600.96
1293.94;0.224;2600.96
1296.87;0.212;2600.96
1303.29;0.196;2600.96
1307.76;0.176;2600.96
1313.85;0.172;2600.96
1316.69;0.132;2600.96
1319.52;0.124;2600.96
1324.26;0.104;2600.96
1330.15;0.092;2600.96
1333.21;0.356;2600.96
1336.92;0.104;2600.96
1342.92;0.092;2600.96
1347.54;2.22;2600.96
1351.5;1.252;2600.96
1356.26;0.456;2605.06
1359.92;0.44;2605.06
1365.86;2.94;2605.06
1378.08;8.216;2605.06
1383.6;0.912;2605.06
1390.05;0.844;2605.06
1396.82;0.828;2605.06
1401.52;0.8;2605.06
1408.32;0.8;2605.06
1413.82;0.804;2605.06
1417.3;0.78;2605.06
1423.92;0.712;2609.15
1427.36;0.712;2609.15
1433.45;0.68;2609.15
1438.46;0.708;2609.15
1443.52;0.656;2609.15
1447.64;0.62;2609.15
1451.76;0.612;2609.15
1457.48;0.612;2609.15
1462.15;0.568;2609.15
1466.09;0.536;2609.15
1472;0.512;2609.15
1476.49;0.492;2609.15
1481.19;0.496;2609.15
1484.37;0.48;2609.15
1489.3;0.424;2609.15
1494.45;0.44;2609.15
1500.66;0.404;2609.15
1505.83;0.344;2609.15
1509.89;0.352;2609.15
1514.52;0.332;2609.15
1517.52;0.3;2609.15
1523.5;0.28;2609.15
1527.57;0.248;2609.15
1532.2;0.224;2609.15
1537.56;0.348;2609.15
1543.12;0.26;2609.15
1546.55;0.224;2609.15
1551.69;0.212;2609.15
1555.2;0.204;2609.15
1558.27;0.172;2609.15
1563.73;0.16;2609.15
1568.94;1.708;2609.15
1573.32;1.656;2609.15
1576.68;0.528;2609.15
1582.36;0.48;2609.15
1588.14;1.472;2609.15
1592.22;1.24;2609.15
1596.4;0.476;2609.15
1602.61;0.456;2609.15
1605.74;0.424;2609.15
1609.97;0.432;2609.15
1614.58;0.412;2609.15
1617.69;0.372;2609.15
1621.25;0.36;2609.15
1626.91;0.356;2609.15
1632.24;0.324;2609.15
1635.53;0.296;2609.15
1638.5;0.264;2609.15
1641.65;0.244;2609.15
1644.54;0.196;2609.15
1650.11;0.26;2609.15
1656.35;0.2;2609.15
1661.7;0.152;2609.15
1665.83;0.128;2609.15
1669.66;0.132;2609.15
1675.15;0.092;2609.15
1677.96;0.1;2609.15
1683.65;0.092;2609.15
1688.07;0.092;2609.15
1690.78;0.108;2609.15
1694.4;0.912;2621.44
1699.82;0.496;2621.44
1704.67;0.512;2621.44
1711.24;0.456;2621.44
1714.48;0.432;2621.44
1717.61;0.432;2621.44
1723.72;0.408;2621.44
1726.93;0.412;2621.44
1733.52;0.372;2621.44
1736.86;0.224;2621.44
1742.31;0.324;2621.44
1748.14;0.312;2621.44
1754.29;0.288;2621.44
1759.15;0.264;2621.44
1762.07;0.216;2621.44
1765.3;0.224;2621.44
1768.5;0.18;2621.44
1774.1;0.184;2621.44
1778.48;0.144;2621.44
1782.02;0.14;2621.44
1788.33;0.104;2621.44
1791.15;0.12;2621.44
1796.59;0.104;2633.73
1799.44;0.112;2633.73
1804.74;0.188;2633.73
1808.22;0.188;2633.73
1814.05;0.224;2633.73
1818.87;0.116;2633.73
1822.09;0.112;2633.73
1835.34;8.2;2691.07
1839.3;0.124;2691.07
1845.29;0.096;2691.07
1850.72;0.088;2744.32
1856.62;0.092;2744.32
1860.62;0.1;2744.32
1864.26;0.112;2744.32
1869.67;0.104;2756.61
1872.92;0.096;2777.09
1875.74;0.088;2785.28
1878.59;0.092;2818.05
1881.4;0.072;2818.05
1885.89;0.484;2883.58
1891.94;0.112;2883.58
1895.15;0.104;2883.58
1900.34;0.096;2883.58
1903.59;0.104;2883.58
1909.47;0.08;2953.22
1915.03;0.2;2965.5
1918.35;0.116;2965.5
1922.67;0.12;2965.5
1927.54;1.544;2977.79
1931.36;0.124;2981.89
1936.84;0.276;3014.66
1942.66;1.224;3018.75
1952.58;5.584;3031.04
1957.53;1.152;3039.23
1963.62;0.956;3039.23
1966.48;0.16;3039.23
1969.52;0.144;3039.23
1974.57;0.136;3039.23
1977.38;0.116;3039.23
1982.92;0.092;3039.23
1985.81;0.168;3039.23
1989.32;0.112;3043.33
1993.52;0.1;3067.9
1997.52;0.192;3076.1
2000.61;0.396;3112.96
2005.49;0.064;3145.73
2011.18;0.088;3149.82
2017.03;0.188;3174.4
2021.46;0.128;3174.4
2027.17;0.108;3182.59
2032.81;1.428;3186.69
2039.13;0.112;3186.69
2044.34;0.108;3186.69
2046.98;0.144;3186.69
2053.3;0.112;3186.69
2057.42;0.108;3190.78
2061.12;0.1;3190.78
2064.83;0.1;3190.78
2067.67;0.132;3190.78
2070.48;0.108;3190.78
2075;0.108;3215.36
2078.34;0.436;3227.65
2081.4;0.356;3227.65
2086.1;0.104;3248.13
2090.31;0.108;3248.13
2094.44;0.208;3248.13
2097.04;0.108;3248.13
2101.14;0.1;3248.13
2112.88;0.112;3248.13
2123.16;1.148;3260.42
2127.47;0.112;3260.42
