2.548;0;0
26.364;0.2;688.128
30.96;0.196;708.608
34.672;0.212;724.992
37.296;0.324;741.376
39.616;0.22;741.376
44.58;0.26;761.856
46.924;0.244;786.432
50.252;0.228;831.488
52.644;0.292;872.448
55.852;0.208;901.12
59.016;0.164;929.792
63.352;0.236;966.656
66.236;0.18;966.656
68.46;0.224;966.656
73.428;0.168;995.328
76.604;0.176;1019.9
82.344;0.14;1093.63
84.752;0.308;1110.02
86.364;0.212;1110.02
89.672;0.3;1134.59
93.828;0.256;1138.69
97.128;0.196;1155.07
100.104;0.176;1163.26
104.336;0.232;1241.09
108.196;0.16;1241.09
112.092;0.192;1282.05
120.352;0.16;1347.58
129.596;0.344;1409.02
131.764;0.168;1409.02
135.928;0.264;1449.98
139.7;0.172;1478.66
144.648;0.148;1495.04
148.428;0.18;1548.29
153.696;0.364;1548.29
159.828;0.228;1552.38
162.896;0.168;1556.48
167.152;0.456;1630.21
174.436;0.284;1691.65
177.904;0.168;1708.03
180.252;0.248;1712.13
182.604;0.252;1724.42
185.8;0.196;1736.7
188.168;0.268;1744.9
192.132;0.164;1806.34
195.3;0.268;1908.74
199.256;0.248;1986.56
204.444;0.188;2056.19
209.644;0.196;2088.96
212.144;0.5;2088.96
217.404;0.16;2093.06
219.68;0.176;2093.06
222.144;0.364;2093.06
224.452;0.208;2101.25
227.704;0.252;2117.63
230.092;0.288;2134.02
232.444;0.252;2142.21
235.684;0.24;2174.98
244.296;0.272;2240.51
249.42;0.224;2265.09
251.812;0.288;2277.38
255.04;0.228;2277.38
257.512;0.268;2310.14
260.944;0.132;2355.2
266.24;0.196;2396.16
270.544;0.204;2396.16
275.032;0.188;2433.02
276.824;0.292;2445.31
279.384;0.256;2465.79
288.828;1.028;2490.37
301.084;9.256;2514.94
316.08;0.296;2543.62
318.344;0.164;2543.62
322.972;2.528;2543.62
397.972;0.8;2576.38
404.688;0.312;2584.58
407.932;0.244;2584.58
410.088;0.056;2592.77
412.532;0.244;2596.86
415.812;0.18;2654.21
421.424;0.412;2666.5
423.588;0.164;2674.69
428.952;0.264;2703.36
433.66;0.208;2756.61
438.772;0.112;2809.86
442.18;0.408;2813.95
448.052;0.352;2891.78
451.196;0.244;2899.97
456.732;0.336;2969.6
460.812;0.28;2994.18
464.212;0.2;2994.18
469.448;0.836;3018.75
474.816;1.248;3043.33
487.184;0.16;3067.9
492.896;0.512;3092.48
495.08;0.184;3129.34
499.504;0.524;3153.92
502.956;0.252;3166.21
511.384;0.128;3182.59
514.892;0.308;3182.59
516.88;0.188;3182.59
521.66;0.276;3227.65
527.596;0.324;3248.13
529.904;0.2;3248.13
533.108;0.204;3260.42
535.272;0.164;3264.51
538.448;0.176;3276.8
541.708;0.26;3305.47
543.968;0.26;3317.76
545.972;0.204;3321.86
549.284;0.312;3338.24
552.7;0.216;3354.62
555.864;0.164;3366.91
558.124;0.26;3391.49
561.704;0.176;3436.54
571.288;0.184;3440.64
581.1;0.78;3457.02
585.76;0.26;3469.31
587.94;0.18;3485.7
590.44;0.2;3497.98
592.856;0.312;3518.46
594.72;0.164;3518.46
604.8;5.98;3534.85
676.56;0.756;3600.38
680.408;0.248;3604.48
