10.3111;9.55681;0.572146;0;0;1;0;10.2214;8.56234;0.517651;-0.922711
10.2638;10.5555;0.550066;0;0;2;0;10.3111;9.55681;0.572146;0
9.94718;11.492;0.399587;0;0;3;0;10.2638;10.5555;0.550066;0
10.6711;10.2729;0.588298;0;0;2.49719;0;10.2638;10.5555;0.550066;0
11.6593;10.1212;0.569626;0;0;3.49719;0;10.6711;10.2729;0.588298;0
11.924;11.0833;0.504325;0;0;4.49719;0;11.6593;10.1212;0.569626;0
11.6575;10.5417;0.528328;0;0;3.91976;0;11.6593;10.1212;0.569626;0
11.897;12.0666;0.684541;0;0;5.49719;0;11.924;11.0833;0.504325;0
11.7773;9.85535;0.778647;0;0;3.85535;0;11.6593;10.1212;0.569626;0
9.97;11.7165;0.91107;0;0;3.55906;0;9.94718;11.492;0.399587;0
12.0689;12.1548;0.553318;0;0;5.73074;0;11.897;12.0666;0.684541;0
9.99556;11.7674;0.498894;0;0;3.2967;0;9.94718;11.492;0.399587;0
9.9568;11.6995;0.644922;0;0;3.46232;0;9.99556;11.7674;0.498894;0
10.1142;9.72548;0.541211;0;0;1.26107;0;10.3111;9.55681;0.572146;0
11.7973;11.4276;0.477572;0;0;4.86506;0;11.924;11.0833;0.504325;0
12.1776;12.5851;0.639392;0;0;6.18286;0;12.0689;12.1548;0.553318;0
12.0772;11.2309;0.722822;-0.349066;0.072;4.80213;0.0149934;11.924;11.0833;0.504325;0
11.9587;13.5337;0.411031;0;0;7.18286;0;12.1776;12.5851;0.639392;0
11.9165;12.0309;0.776833;0;0;5.59802;0;11.897;12.0666;0.684541;0
11.4172;9.90506;0.503118;0;0;3.82848;0;11.6593;10.1212;0.569626;0
12.7026;13.6668;0.511528;0;0;7.94516;0;11.9587;13.5337;0.411031;0
12.1082;13.8679;0.453233;0;0;7.55138;0;11.9587;13.5337;0.411031;0
9.92332;9.46868;0.977177;0;0;1.80186;0;10.1142;9.72548;0.541211;0
12.225;10.5369;0.864184;-0.0872665;0.632;4.57921;0.138015;11.6575;10.5417;0.528328;0
11.9359;10.3598;0.829328;0;0;4.92009;0;12.225;10.5369;0.864184;-0.0872665
12.1536;13.9078;0.688437;0;0;7.79422;0;12.1082;13.8679;0.453233;0
11.8363;12.3967;0.737229;0;0;5.837;0;11.897;12.0666;0.684541;0
10.2478;10.8185;0.604402;0;0;2.26907;0;10.2638;10.5555;0.550066;0
11.6721;10.1272;0.61449;0;0;3.54422;0;11.6593;10.1212;0.569626;0
10.2557;9.21144;0.926682;0;0;2.22519;0;9.92332;9.46868;0.977177;0
12.0722;11.1458;0.7035;-0.523599;0.024;4.88951;0.00490847;12.0772;11.2309;0.722822;-0.349066
10.8947;9.8572;0.556156;0;0;2.97028;0;10.6711;10.2729;0.588298;0
12.2984;11.2269;0.953872;0;0.272;5.12196;0.0531047;12.0772;11.2309;0.722822;-0.349066
11.8512;13.1701;0.883514;0;0;7.78873;0;11.9587;13.5337;0.411031;0
11.2946;9.81618;0.672337;0;0;4.05561;0;11.4172;9.90506;0.503118;0
10.0653;10.1486;0.479648;0;0;1.69145;0;10.1142;9.72548;0.541211;0
10.2518;10.1843;0.839379;0;0;2.0982;0;10.0653;10.1486;0.479648;0
11.7929;11.0067;0.772467;0;0;4.80536;0;11.924;11.0833;0.504325;0
12.0197;11.8589;0.7981;0;0;5.7998;0;11.9165;12.0309;0.776833;0
10.4496;10.524;0.72801;0;0;2.25919;0;10.2638;10.5555;0.550066;0
9.9212;11.9884;0.838792;0;0;3.84458;0;9.97;11.7165;0.91107;0
10.1119;8.75944;0.420004;-0.959931;0.032;0.245716;0.130232;10.2214;8.56234;0.517651;-0.922711
10.4614;10.092;0.777014;0;0;2.33554;0;10.2518;10.1843;0.839379;0
11.4813;10.1267;0.449855;0;0;3.7118;0;11.6593;10.1212;0.569626;0
12.0169;13.7034;0.556321;0;0;7.76595;0;12.1082;13.8679;0.453233;0
10.1752;10.7732;0.946312;0;0;2.62152;0;10.2478;10.8185;0.604402;0
11.8016;13.1073;0.750197;0;0;7.94418;0;11.8512;13.1701;0.883514;0
10.3731;10.2429;0.725342;0;0;2.27472;0;10.2518;10.1843;0.839379;0
12.1185;11.8821;0.884342;-0.436332;0.4;5.93302;0.0674193;12.0197;11.8589;0.7981;0
9.97295;9.32346;0.743904;0;0;2.08109;0;9.92332;9.46868;0.977177;0
11.0806;9.81052;0.552713;0;0;3.16196;0;10.8947;9.8572;0.556156;0
