0.112271;-0.0229087;1.39283;-0.00973822
0.149378;-0.0241799;1.38327;-0.109738
0.186484;-0.0254511;1.3737;-0.209738
0.223591;-0.0267222;1.36414;-0.309738
0.260697;-0.0279934;1.35458;-0.409738
0.297803;-0.0292646;1.34502;-0.509738
0.33491;-0.0305358;1.33545;-0.609738
0.372016;-0.031807;1.32589;-0.709738
0.409123;-0.0330782;1.31633;-0.809738
0.446229;-0.0343493;1.30677;-0.909738
0.483335;-0.0356205;1.29721;-1.00974
0.520442;-0.0368917;1.28764;-1.10974
0.557548;-0.0381629;1.27808;-1.20974
0.594655;-0.0394341;1.26852;-1.30974
0.631761;-0.0407052;1.25896;-1.40974
0.668868;-0.0419764;1.24939;-1.50974
0.705974;-0.0432476;1.23983;-1.60974
0.74308;-0.0445188;1.23027;-1.70974
0.780187;-0.04579;1.22071;-1.80974
0.817293;-0.0470612;1.21114;-1.90974
0.8544;-0.0483323;1.20158;-2.00974
0.891506;-0.0496035;1.19202;-2.10974
0.928612;-0.0508747;1.18246;-2.20974
0.965719;-0.0521459;1.1729;-2.30974
1.00283;-0.0534171;1.16333;-2.40974
1.03993;-0.0546882;1.15377;-2.50974
1.07704;-0.0559594;1.14421;-2.60974
1.17051;-0.0631789;1.1799;-2.65176
1.226;0.0185627;1.16444;-2.66583
1.28149;0.100304;1.14898;-2.67991
1.33698;0.182046;1.13352;-2.69399
1.39247;0.263788;1.11805;-2.70806
1.44796;0.345529;1.10259;-2.72214
1.50345;0.427271;1.08713;-2.73622
1.55894;0.509013;1.07167;-2.7503
1.61443;0.590754;1.05621;-2.76437
1.66992;0.672496;1.04075;-2.77845
1.72542;0.754238;1.02529;-2.79253
1.73854;0.590591;1.07356;-2.80553
1.72036;0.532635;1.07118;-2.90553
1.70218;0.474678;1.0688;-3.00553
1.684;0.416722;1.06641;-3.10553
1.66581;0.358765;1.06403;3.07766
1.64763;0.300809;1.06165;2.97766
1.62945;0.242852;1.05927;2.87766
1.61127;0.184896;1.05689;2.77766
1.59309;0.126939;1.05451;2.67766
1.57491;0.0689829;1.05212;2.57766
1.55673;0.0110264;1.04974;2.47766
1.53855;-0.0469301;1.04736;2.37766
1.52037;-0.104887;1.04498;2.27766
1.50219;-0.162843;1.0426;2.17766
1.48401;-0.220799;1.04021;2.07766
1.46583;-0.278756;1.03783;1.97766
1.44764;-0.336712;1.03545;1.87766
1.36982;-0.341955;1.05388;1.84521
1.33187;-0.370106;1.04522;1.94521
1.29393;-0.398257;1.03655;2.04521
1.25598;-0.426409;1.02789;2.14521
1.21804;-0.45456;1.01922;2.24521
1.18009;-0.482711;1.01056;2.34521
1.14215;-0.510862;1.00189;2.44521
1.1042;-0.539014;0.993225;2.54521
1.06626;-0.567165;0.984559;2.64521
1.02831;-0.595316;0.975893;2.74521
0.990365;-0.623467;0.967228;2.84521
0.95242;-0.651619;0.958562;2.94521
0.914474;-0.67977;0.949897;3.04521
0.876529;-0.707921;0.941231;-3.13798
0.838584;-0.736072;0.932565;-3.03798
0.800639;-0.764224;0.9239;-2.93798
0.762693;-0.792375;0.915234;-2.83798
0.724748;-0.820526;0.906569;-2.73798
0.686803;-0.848677;0.897903;-2.63798
0.648857;-0.876829;0.889238;-2.53798
0.610912;-0.90498;0.880572;-2.43798
0.566797;-0.834675;0.933633;-2.40438
0.476784;-0.877891;0.928153;-2.36465
0.386771;-0.921106;0.922674;-2.32493
0.296757;-0.964322;0.917194;-2.2852
0.206744;-1.00754;0.911714;-2.24548
0.116731;-1.05075;0.906235;-2.20575
0.0267176;-1.09397;0.900755;-2.16603
-0.0632956;-1.13718;0.895275;-2.1263
-0.153309;-1.1804;0.889796;-2.08658
-0.243322;-1.22362;0.884316;-2.04685
-0.333335;-1.26683;0.878836;-2.00713
-0.318812;-1.3136;0.948499;-1.99254
-0.220498;-1.31824;0.930812;-2.06381
-0.122184;-1.32288;0.913124;-2.13508
-0.0238699;-1.32752;0.895437;-2.20635
0.0744441;-1.33215;0.877749;-2.27763
0.172758;-1.33679;0.860062;-2.3489
0.271072;-1.34143;0.842374;-2.42017
0.369386;-1.34606;0.824687;-2.49144
0.4677;-1.3507;0.806999;-2.56272
0.566014;-1.35534;0.789312;-2.63399
0.664328;-1.35997;0.771624;-2.70526
0.620034;-1.45098;0.828118;-2.71878
0.588028;-1.451;0.820561;-2.81878
0.556022;-1.45103;0.813003;-2.91878
0.524016;-1.45106;0.805446;-3.01878
0.49201;-1.45109;0.797888;-3.11878
0.460004;-1.45112;0.790331;3.0644
0.427999;-1.45115;0.782773;2.9644
0.395993;-1.45117;0.775215;2.8644
0.363987;-1.4512;0.767658;2.7644
0.331981;-1.45123;0.7601;2.6644
0.299975;-1.45126;0.752543;2.5644
0.267969;-1.45129;0.744985;2.4644
0.235964;-1.45132;0.737428;2.3644
0.203958;-1.45134;0.72987;2.2644
0.171952;-1.45137;0.722313;2.1644
0.139946;-1.4514;0.714755;2.0644
0.10794;-1.45143;0.707198;1.9644
0.0759343;-1.45146;0.69964;1.8644
0.0439284;-1.45148;0.692083;1.7644
0.0119226;-1.45151;0.684525;1.6644
-0.0200833;-1.45154;0.676968;1.5644
-0.0520891;-1.45157;0.66941;1.4644
-0.084095;-1.4516;0.661852;1.3644
-0.116101;-1.45163;0.654295;1.2644
-0.148107;-1.45165;0.646737;1.1644
-0.180113;-1.45168;0.63918;1.0644
-0.212118;-1.45171;0.631622;0.964403
-0.244124;-1.45174;0.624065;0.864403
-0.27613;-1.45177;0.616507;0.764403
-0.308136;-1.4518;0.60895;0.664403
-0.340142;-1.45182;0.601392;0.564403
-0.313467;-1.48521;0.65334;0.514822
-0.308256;-1.42838;0.645678;0.414822
-0.303046;-1.37154;0.638016;0.314822
-0.297836;-1.31471;0.630354;0.214822
-0.292625;-1.25787;0.622693;0.114822
-0.287415;-1.20104;0.615031;0.014822
-0.282204;-1.1442;0.607369;-0.085178
-0.276994;-1.08737;0.599707;-0.185178
-0.271783;-1.03053;0.592045;-0.285178
-0.266573;-0.9737;0.584383;-0.385178
-0.261363;-0.916865;0.576721;-0.485178
-0.256152;-0.86003;0.56906;-0.585178
-0.250942;-0.803195;0.561398;-0.685178
-0.245731;-0.746359;0.553736;-0.785178
-0.240521;-0.689524;0.546074;-0.885178
-0.23531;-0.632689;0.538412;-0.985178
-0.2301;-0.575854;0.53075;-1.08518
-0.22489;-0.519019;0.523089;-1.18518
-0.191641;-0.636561;0.583075;-1.22877
-0.255531;-0.642627;0.583413;-1.12877
-0.319421;-0.648692;0.583752;-1.02877
-0.383311;-0.654757;0.58409;-0.928775
-0.447201;-0.660823;0.584428;-0.828775
-0.511091;-0.666888;0.584766;-0.728775
-0.574981;-0.672954;0.585104;-0.628775
-0.638871;-0.679019;0.585443;-0.528775
-0.702761;-0.685084;0.585781;-0.428775
-0.766651;-0.69115;0.586119;-0.328775
-0.83054;-0.697215;0.586457;-0.228775
-0.89443;-0.703281;0.586795;-0.128775
-0.95832;-0.709346;0.587134;-0.0287746
-1.02221;-0.715411;0.587472;0.0712254
-1.0861;-0.721477;0.58781;0.171225
-1.14999;-0.727542;0.588148;0.271225
-1.21388;-0.733608;0.588486;0.371225
-1.27777;-0.739673;0.588824;0.471225
-1.34166;-0.745738;0.589163;0.571225
-1.40555;-0.751804;0.589501;0.671225
-1.46944;-0.757869;0.589839;0.771225
-1.53333;-0.763935;0.590177;0.871225
-1.59722;-0.77;0.590515;0.971225
-1.66111;-0.776065;0.590854;1.07123
-1.725;-0.782131;0.591192;1.17123
-1.78889;-0.788196;0.59153;1.27123
-1.85278;-0.794262;0.591868;1.37123
-1.91667;-0.800327;0.592206;1.47123
-1.98056;-0.806392;0.592545;1.57123
-1.98065;-0.830278;0.620605;1.60969
-1.89028;-0.787685;0.624841;1.55973
-1.7999;-0.745092;0.629077;1.50978
-1.70952;-0.702499;0.633312;1.45982
-1.61915;-0.659907;0.637548;1.40987
-1.52877;-0.617314;0.641784;1.35991
-1.43839;-0.574721;0.64602;1.30996
-1.34802;-0.532128;0.650256;1.26
-1.25764;-0.489535;0.654491;1.21005
-1.16726;-0.446942;0.658727;1.1601
-1.07689;-0.404349;0.662963;1.11014
-0.986511;-0.361756;0.667199;1.06019
-0.896134;-0.319164;0.671434;1.01023
-0.805758;-0.276571;0.67567;0.960277
-0.715381;-0.233978;0.679906;0.910323
-0.625005;-0.191385;0.684142;0.860368
-0.534628;-0.148792;0.688377;0.810414
-0.444252;-0.106199;0.692613;0.760459
-0.353875;-0.0636064;0.696849;0.710505
-0.263499;-0.0210135;0.701085;0.66055
-0.17361;0.0213497;0.705298;0.610865
-0.235001;0.100263;0.703332;0.588788
-0.296392;0.179175;0.701366;0.566712
-0.357784;0.258088;0.6994;0.544635
-0.419175;0.337001;0.697435;0.522558
-0.480566;0.415914;0.695469;0.500481
-0.541958;0.494827;0.693503;0.478404
-0.603349;0.57374;0.691537;0.456328
-0.66474;0.652653;0.689571;0.434251
-0.726132;0.731565;0.687606;0.412174
-0.787523;0.810478;0.68564;0.390097
-0.848914;0.889391;0.683674;0.36802
-0.910306;0.968304;0.681708;0.345943
-0.971697;1.04722;0.679742;0.323867
-1.03309;1.12613;0.677777;0.30179
-1.09448;1.20504;0.675811;0.279713
-1.15587;1.28396;0.673845;0.257636
-1.21726;1.36287;0.671879;0.235559
-1.27865;1.44178;0.669913;0.213483
-1.34004;1.52069;0.667948;0.191406
-1.28812;1.52294;0.659156;0.178368
-1.30364;1.49321;0.655398;0.278368
-1.31916;1.46348;0.651639;0.378368
-1.33467;1.43375;0.64788;0.478368
-1.35019;1.40402;0.644121;0.578368
-1.36571;1.37429;0.640362;0.678368
-1.38123;1.34456;0.636603;0.778368
-1.39675;1.31483;0.632844;0.878368
-1.41227;1.2851;0.629085;0.978368
-1.42779;1.25537;0.625326;1.07837
-1.44331;1.22564;0.621568;1.17837
-1.45883;1.19591;0.617809;1.27837
-1.47435;1.16618;0.61405;1.37837
-1.48987;1.13645;0.610291;1.47837
-1.50539;1.10672;0.606532;1.57837
-1.52091;1.07699;0.602773;1.67837
-1.53643;1.04726;0.599014;1.77837
-1.55195;1.01753;0.595255;1.87837
-1.56746;0.987799;0.591497;1.97837
-1.58298;0.958069;0.587738;2.07837
-1.5985;0.928339;0.583979;2.17837
-1.61402;0.898609;0.58022;2.27837
-1.62954;0.868878;0.576461;2.37837
-1.64506;0.839148;0.572702;2.47837
-1.66058;0.809418;0.568943;2.57837
-1.6761;0.779688;0.565184;2.67837
-1.69162;0.749958;0.561426;2.77837
-1.70714;0.720228;0.557667;2.87837
-1.72266;0.690498;0.553908;2.97837
-1.73818;0.660767;0.550149;3.07837
-1.74115;0.734551;0.531877;3.12512
-1.78454;0.676694;0.53665;3.02512
-1.82792;0.618838;0.541423;2.92512
-1.87131;0.560982;0.546196;2.82512
-1.9147;0.503125;0.550969;2.72512
-1.95808;0.445269;0.555742;2.62512
-2.00147;0.387413;0.560515;2.52512
-2.04486;0.329557;0.565288;2.42512
-2.08825;0.2717;0.570061;2.32512
-2.13163;0.213844;0.574834;2.22512
-2.17502;0.155988;0.579607;2.12512
-2.21841;0.0981313;0.58438;2.02512
-2.2618;0.040275;0.589153;1.92512
-2.30518;-0.0175813;0.593926;1.82512
