-12.3222;-9.76366;0.464153;0;0;1;0;-13.2422;-10.1394;0.35254;-2.58279
-11.4413;-10.2282;0.373889;0;0;2;0;-12.3222;-9.76366;0.464153;0
-10.5935;-9.69779;0.381088;0;0;3;0;-11.4413;-10.2282;0.373889;0
-9.95638;-8.92709;0.374291;0;0;4;0;-10.5935;-9.69779;0.381088;0
-10.4544;-8.06257;0.441748;0;0;5;0;-9.95638;-8.92709;0.374291;0
-11.2804;-9.92665;0.404138;0;0;2.3431;0;-11.4413;-10.2282;0.373889;0
-11.4338;-10.2051;0.923066;0;0;2.54971;0;-11.4413;-10.2282;0.373889;0
-12.5443;-10.2257;0.660355;0;0;1.5489;0;-12.3222;-9.76366;0.464153;0
-11.4102;-7.76867;0.42919;0;0;6;0;-10.4544;-8.06257;0.441748;0
-12.2292;-8.31319;0.610126;0;0;7;0;-11.4102;-7.76867;0.42919;0
-13.1842;-8.15666;0.861951;0;0;8;0;-12.2292;-8.31319;0.610126;0
-13.5742;-7.2376;0.804906;0;0;9;0;-13.1842;-8.15666;0.861951;0
-10.1771;-7.96122;0.452685;0;0;5.29549;0;-10.4544;-8.06257;0.441748;0
-14.1115;-10.4087;0.767049;-1.65806;15.16;1;15.16;-13.2422;-10.1394;0.35254;-2.58279
