-5.68245;10.4816;-nan;2.03414;-nan;0;0;-nan;-nan
0.0827975;5.79206;-nan;-1.24948;-nan;0;0;-nan;-nan
10.2376;13.1992;-nan;1.27983;-nan;0;0;-nan;-nan
-5.11188;-12.2;-nan;-2.76215;-nan;0;0;-nan;-nan
9.31036;1.25704;-nan;0.529781;-nan;0;0;-nan;-nan
-8.97571;-8.14433;-nan;-1.22526;-nan;0;0;-nan;-nan
2.36461;-3.28363;-nan;-0.380858;-nan;0;0;-nan;-nan
12.0647;9.44769;-nan;-1.14245;-nan;0;0;-nan;-nan
2.45642;8.29023;-nan;-2.09894;-nan;0;0;-nan;-nan
-13.5933;0.779146;-nan;0.247358;-nan;0;0;-nan;-nan
3.79629;12.1444;-nan;1.7931;-nan;0;0;-nan;-nan
4.87477;10.2326;-nan;1.79836;-nan;0;0;-nan;-nan
-10.6702;-5.01565;-nan;0.552708;-nan;0;0;-nan;-nan
-11.2081;10.6724;-nan;1.522;-nan;0;0;-nan;-nan
9.8184;-3.44415;-nan;2.61419;-nan;0;0;-nan;-nan
6.78806;16.7024;-nan;0.921255;-nan;0;0;-nan;-nan
-11.5309;-10.4426;-nan;0.522717;-nan;0;0;-nan;-nan
13.9666;-11.294;-nan;-3.08785;-nan;0;0;-nan;-nan
13.4333;15.8102;-nan;0.810823;-nan;0;0;-nan;-nan
-12.9454;13.265;-nan;-2.436;-nan;0;0;-nan;-nan
-6.97769;-2.00985;-nan;-2.83171;-nan;0;0;-nan;-nan
-6.67677;4.36016;-nan;-1.01279;-nan;0;0;-nan;-nan
8.91191;-3.67861;-nan;-0.340412;-nan;0;0;-nan;-nan
2.8452;9.00947;-nan;-2.27124;-nan;0;0;-nan;-nan
13.9961;8.40225;-nan;1.57855;-nan;0;0;-nan;-nan
7.25054;3.72421;-nan;-1.05154;-nan;0;0;-nan;-nan
1.03696;13.9593;-nan;0.0125554;-nan;0;0;-nan;-nan
-7.42758;13.339;-nan;1.85961;-nan;0;0;-nan;-nan
-4.17369;8.12449;-nan;-3.00269;-nan;0;0;-nan;-nan
-6.10419;-9.07557;-nan;1.07098;-nan;0;0;-nan;-nan
-11.6062;8.0945;-nan;0.0844643;-nan;0;0;-nan;-nan
13.6246;-0.292645;-nan;3.03129;-nan;0;0;-nan;-nan
6.64117;7.82919;-nan;2.83373;-nan;0;0;-nan;-nan
12.4361;-10.6789;-nan;2.29023;-nan;0;0;-nan;-nan
-4.53469;0.492706;-nan;-0.395622;-nan;0;0;-nan;-nan
-13.0413;10.5869;-nan;1.86639;-nan;0;0;-nan;-nan
6.42816;0.623848;-nan;2.74644;-nan;0;0;-nan;-nan
-10.8768;-0.90389;-nan;-0.998495;-nan;0;0;-nan;-nan
13.3191;-7.43765;-nan;0.631533;-nan;0;0;-nan;-nan
11.5937;8.8616;-nan;0.495897;-nan;0;0;-nan;-nan
10.5508;-4.13313;-nan;0.547651;-nan;0;0;-nan;-nan
9.45309;0.0705417;-nan;-3.0022;-nan;0;0;-nan;-nan
7.20907;-11.7243;-nan;-0.431174;-nan;0;0;-nan;-nan
12.7021;-12.2541;-nan;-2.41104;-nan;0;0;-nan;-nan
-1.24841;4.07059;-nan;-2.28707;-nan;0;0;-nan;-nan
2.46453;-11.5619;-nan;2.41689;-nan;0;0;-nan;-nan
-10.8406;-9.23389;-nan;1.43032;-nan;0;0;-nan;-nan
10.3862;-0.245021;-nan;-1.59731;-nan;0;0;-nan;-nan
-2.59292;-1.72661;-nan;-2.24088;-nan;0;0;-nan;-nan
-7.93654;-3.97075;-nan;0.559529;-nan;0;0;-nan;-nan
14.2826;-0.882728;-nan;2.35274;-nan;0;0;-nan;-nan
14.0897;11.4731;-nan;-1.43024;-nan;0;0;-nan;-nan
-5.45103;11.7965;-nan;0.0924024;-nan;0;0;-nan;-nan
5.38984;-2.12731;-nan;-2.65019;-nan;0;0;-nan;-nan
3.74768;-12.2046;-nan;0.271539;-nan;0;0;-nan;-nan
2.31327;15.6779;-nan;-3.12783;-nan;0;0;-nan;-nan
-0.658616;-7.19284;-nan;-1.02479;-nan;0;0;-nan;-nan
-10.353;11.4612;-nan;-3.13411;-nan;0;0;-nan;-nan
2.62632;-0.945906;-nan;1.96697;-nan;0;0;-nan;-nan
-10.0773;-9.05069;-nan;-1.88442;-nan;0;0;-nan;-nan
7.04937;6.96176;-nan;-1.62132;-nan;0;0;-nan;-nan
5.12399;-8.1669;-nan;0.246368;-nan;0;0;-nan;-nan
13.1135;15.1407;-nan;0.603548;-nan;0;0;-nan;-nan
11.7909;-6.00919;-nan;0.0739791;-nan;0;0;-nan;-nan
-0.784302;-4.76416;-nan;-2.3268;-nan;0;0;-nan;-nan
-3.8393;12.6676;-nan;2.12224;-nan;0;0;-nan;-nan
-2.02634;-9.33069;-nan;0.206822;-nan;0;0;-nan;-nan
-10.4538;-5.97397;-nan;-2.65038;-nan;0;0;-nan;-nan
0.748107;-5.08222;-nan;-1.97621;-nan;0;0;-nan;-nan
11.8833;0.38512;-nan;-2.17482;-nan;0;0;-nan;-nan
13.8167;-0.0294855;-nan;2.54374;-nan;0;0;-nan;-nan
-8.50674;-2.54352;-nan;0.163344;-nan;0;0;-nan;-nan
9.87492;15.7712;-nan;-2.96121;-nan;0;0;-nan;-nan
7.06661;-7.31296;-nan;1.36209;-nan;0;0;-nan;-nan
7.20765;13.1704;-nan;-2.0849;-nan;0;0;-nan;-nan
-4.48224;2.35324;-nan;-0.420952;-nan;0;0;-nan;-nan
-5.82962;-10.9211;-nan;-1.76013;-nan;0;0;-nan;-nan
-0.787188;-9.40679;-nan;0.260902;-nan;0;0;-nan;-nan
10.6685;0.212352;-nan;-2.09093;-nan;0;0;-nan;-nan
9.35316;0.272211;-nan;2.32988;-nan;0;0;-nan;-nan
-10.1736;14.3237;-nan;-2.72069;-nan;0;0;-nan;-nan
4.78253;14.286;-nan;2.309;-nan;0;0;-nan;-nan
7.49637;12.7275;-nan;-2.19438;-nan;0;0;-nan;-nan
3.37494;1.17551;-nan;1.72159;-nan;0;0;-nan;-nan
3.51574;-11.0739;-nan;-2.12257;-nan;0;0;-nan;-nan
14.0256;-5.97561;-nan;2.0573;-nan;0;0;-nan;-nan
-4.05992;16.2139;-nan;-2.03612;-nan;0;0;-nan;-nan
11.2472;11.8532;-nan;1.01486;-nan;0;0;-nan;-nan
-3.72472;-2.11771;-nan;-2.21705;-nan;0;0;-nan;-nan
1.83791;-10.2231;-nan;1.0606;-nan;0;0;-nan;-nan
-10.7767;-1.22453;-nan;-1.22098;-nan;0;0;-nan;-nan
7.66899;4.74632;-nan;-0.690826;-nan;0;0;-nan;-nan
-0.970014;4.00941;-nan;-0.56694;-nan;0;0;-nan;-nan
12.1447;0.155455;-nan;-2.31436;-nan;0;0;-nan;-nan
-4.11756;-8.66785;-nan;2.43948;-nan;0;0;-nan;-nan
14.5673;3.93059;-nan;1.9286;-nan;0;0;-nan;-nan
-2.24706;4.13803;-nan;-0.730145;-nan;0;0;-nan;-nan
-5.2643;12.5731;-nan;0.143783;-nan;0;0;-nan;-nan
-6.44778;-1.9756;-nan;0.364293;-nan;0;0;-nan;-nan
10.6783;-6.0596;-nan;-1.42035;-nan;0;0;-nan;-nan
-0.630674;8.80913;-nan;0.186068;-nan;0;0;-nan;-nan
11.9518;-0.327465;-nan;1.50659;-nan;0;0;-nan;-nan
-13.3253;8.55357;-nan;0.969443;-nan;0;0;-nan;-nan
7.79142;-10.138;-nan;-0.173185;-nan;0;0;-nan;-nan
-5.43959;-0.148674;-nan;3.02593;-nan;0;0;-nan;-nan
-6.03319;4.23408;-nan;2.52909;-nan;0;0;-nan;-nan
-3.52783;1.68485;-nan;-1.96069;-nan;0;0;-nan;-nan
2.99016;15.0419;-nan;0.0392381;-nan;0;0;-nan;-nan
-1.37308;-11.0076;-nan;-0.45351;-nan;0;0;-nan;-nan
-3.10391;-10.701;-nan;1.74882;-nan;0;0;-nan;-nan
1.81332;-2.11568;-nan;-1.25853;-nan;0;0;-nan;-nan
