1.46118;-1.39311;1.06101;-0.910828;0.081;0.957464;-2.25187;1.15482;2.38203
2.02317;-0.567159;1.0167;-1.27068;0.096;1.46118;-1.39311;1.06101;-0.910828
2.06406;0.430198;0.956631;-2.60768;0.123;2.02317;-0.567159;1.0167;-1.27068
-0.563244;-4.37055;0.716367;-1.37964;0.071;0.277025;-3.82855;0.729667;0.694002
1.25961;1.02364;0.930362;-1.67804;0.156;2.06406;0.430198;0.956631;-2.60768
1.39555;0.775782;0.587931;0.549669;0.156;1.25961;1.02364;0.930362;-1.67804
2.28215;-1.95223;0.945334;-2.06092;0.216;1.46118;-1.39311;1.06101;-0.910828
1.46225;2.00284;0.92077;-2.59992;0.196;1.25961;1.02364;0.930362;-1.67804
3.04551;0.618806;0.922412;1.5222;0.151;2.06406;0.430198;0.956631;-2.60768
1.30764;1.23634;0.407155;-2.95714;0.169;1.39555;0.775782;0.587931;0.549669
0.270368;1.169;0.913661;2.2146;0.156;1.25961;1.02364;0.930362;-1.67804
4.04509;0.618484;0.893529;-1.9648;1.624;3.04551;0.618806;0.922412;1.5222
