7.06156;-45.3033;-0.317653;0.115746;0.000778801;6.99751;-46.3004;-0.360609;2.66776
6.89731;-44.3173;-0.290641;0.43511;0.000778801;7.06156;-45.3033;-0.317653;0.115746
6.86205;-43.3181;-0.268923;2.98563;0.000778801;6.89731;-44.3173;-0.290641;0.43511
6.6466;-42.3419;-0.246492;0.445722;0.000778801;6.86205;-43.3181;-0.268923;2.98563
6.02788;-45.3745;-0.345039;-2.22988;0.015576;5.9736;-46.373;-0.357219;-0.807267
6.20875;-44.3916;-0.379273;-0.359531;0.0428699;6.02788;-45.3745;-0.345039;-2.22988
6.22889;-43.394;-0.44536;1.2272;0.0485383;6.20875;-44.3916;-0.379273;-0.359531
6.16618;-42.4052;-0.580988;-2.87817;0.0485383;6.22889;-43.394;-0.44536;1.2272
6.23645;-47.3016;-0.619084;1.26263;0.107475;5.9736;-46.373;-0.357219;-0.807267
6.12348;-41.4095;-0.499642;-2.49493;0.0485383;6.16618;-42.4052;-0.580988;-2.87817
5.94599;-40.4266;-0.450179;-0.734076;0.0485383;6.12348;-41.4095;-0.499642;-2.49493
5.86373;-39.4302;-0.470362;1.66759;0.0501023;5.94599;-40.4266;-0.450179;-0.734076
5.71472;-38.4424;-0.424452;1.55358;0.0525383;5.86373;-39.4302;-0.470362;1.66759
5.50261;-37.4657;-0.455882;-0.970657;0.0525383;5.71472;-38.4424;-0.424452;1.55358
5.51713;-36.466;-0.433288;3.00035;0.0525383;5.50261;-37.4657;-0.455882;-0.970657
7.19104;-47.2234;-0.331606;-1.37539;0.152358;6.23645;-47.3016;-0.619084;1.26263
6.21407;-35.7935;-0.184388;2.18081;0.052794;5.51713;-36.466;-0.433288;3.00035
6.2168;-34.7935;-0.182371;-0.953894;0.0532421;6.21407;-35.7935;-0.184388;2.18081
6.83231;-34.2123;-0.714695;1.08381;0.0585154;6.2168;-34.7935;-0.182371;-0.953894
7.17572;-43.5095;-0.745671;-2.30165;0.0533207;6.22889;-43.394;-0.44536;1.2272
7.9603;-42.9874;-0.41112;-0.0489669;0.0533207;7.17572;-43.5095;-0.745671;-2.30165
6.3836;-33.3341;-0.549229;-2.35572;0.0585154;6.83231;-34.2123;-0.714695;1.08381
7.02686;-45.3343;-0.365184;2.653;0.015576;6.02788;-45.3745;-0.345039;-2.22988
6.2488;-32.3456;-0.480503;0.441498;0.0591739;6.3836;-33.3341;-0.549229;-2.35572
5.84776;-40.938;-0.492403;2.65844;0.0485383;5.94599;-40.4266;-0.450179;-0.734076
5.87261;-31.4191;-0.491999;-2.24408;0.0591739;6.2488;-32.3456;-0.480503;0.441498
5.75969;-30.4259;-0.520781;2.38083;0.0591739;5.87261;-31.4191;-0.491999;-2.24408
7.91043;-47.9175;-0.304325;-0.922282;0.183062;7.19104;-47.2234;-0.331606;-1.37539
5.4084;-29.4944;-0.427006;0.344858;0.0591739;5.75969;-30.4259;-0.520781;2.38083
5.54026;-28.5041;-0.471647;1.58693;0.0591739;5.4084;-29.4944;-0.427006;0.344858
5.54532;-27.5054;-0.421173;-0.871793;0.0591739;5.54026;-28.5041;-0.471647;1.58693
5.68174;-26.5207;-0.530095;-1.06043;0.0591739;5.54532;-27.5054;-0.421173;-0.871793
5.58272;-25.535;-0.393809;2.89843;0.0591739;5.68174;-26.5207;-0.530095;-1.06043
5.56326;-24.5429;-0.517629;-1.02623;0.0591739;5.58272;-25.535;-0.393809;2.89843
5.51945;-23.5447;-0.476484;1.29358;0.0591739;5.56326;-24.5429;-0.517629;-1.02623
6.41426;-23.3474;-0.87698;-2.39455;0.0591739;5.51945;-23.5447;-0.476484;1.29358
8.00028;-45.3149;-0.593407;2.79923;0.015576;7.02686;-45.3343;-0.365184;2.653
6.81857;-39.341;-0.186937;-0.87665;0.052403;5.86373;-39.4302;-0.470362;1.66759
6.38795;-45.1029;-0.781255;2.27381;0.015576;6.02788;-45.3745;-0.345039;-2.22988
5.43037;-22.5616;-0.316719;2.34574;0.0591739;5.51945;-23.5447;-0.476484;1.29358
6.70536;-30.1054;-0.575189;2.48219;0.0591739;5.75969;-30.4259;-0.520781;2.38083
5.73683;-21.6139;-0.406304;-1.13013;0.0591739;5.43037;-22.5616;-0.316719;2.34574
5.82342;-20.6237;-0.296844;1.14936;0.0591739;5.73683;-21.6139;-0.406304;-1.13013
6.35016;-42.5303;-1.55593;2.10941;0.0485383;6.16618;-42.4052;-0.580988;-2.87817
6.09076;-19.6603;-0.312222;-1.44558;0.0591766;5.82342;-20.6237;-0.296844;1.14936
8.0992;-48.5675;-1.04038;-0.959539;0.224264;7.91043;-47.9175;-0.304325;-0.922282
7.48741;-29.4879;-0.491278;-0.748871;0.0591912;6.70536;-30.1054;-0.575189;2.48219
5.69794;-18.7412;-0.278952;-1.41513;0.0591766;6.09076;-19.6603;-0.312222;-1.44558
6.05085;-17.8271;-0.478591;-0.929245;0.0591766;5.69794;-18.7412;-0.278952;-1.41513
7.15456;-48.8805;-0.94192;2.01668;0.414503;8.0992;-48.5675;-1.04038;-0.959539
6.68197;-17.1124;-0.177103;2.53548;0.0591783;6.05085;-17.8271;-0.478591;-0.929245
7.66595;-39.1366;-0.677004;1.56214;0.052403;6.81857;-39.341;-0.186937;-0.87665
6.86849;-16.1421;-0.330736;2.10111;0.0591877;6.68197;-17.1124;-0.177103;2.53548
